epoch;best_distance;avg_best_10%;median;avg_worst_10%;avg;worst_distance;std_deviation;conflict_percentage;avgDiff;0Diff;02Diff
33;6808.201;6808.201;7176.606;8042.914;7185.521;8042.914;394.232;20.257;17.495;.000;.000
34;6808.201;6808.201;7176.606;8026.529;7183.882;8026.529;390.287;18.878;16.160;.000;.000
35;6808.201;6808.201;7176.606;8026.529;7183.882;8026.529;390.287;21.797;16.680;.000;.000
36;6808.201;6808.201;7176.606;8026.529;7183.882;8026.529;390.287;21.716;18.955;.000;.000
37;6808.201;6808.201;7176.606;8026.529;7183.882;8026.529;390.287;21.284;17.235;.000;.000
38;6808.201;6808.201;7176.606;8026.529;7183.882;8026.529;390.287;20.622;15.385;.000;.000
39;6808.201;6808.201;7176.606;7853.053;7166.535;7853.053;350.498;25.838;17.650;.000;.000
40;6808.201;6808.201;7176.606;7853.053;7166.535;7853.053;350.498;20.284;15.485;.000;.000
41;6808.201;6808.201;7176.606;7853.053;7166.535;7853.053;350.498;21.797;16.500;.000;.000
42;6808.201;6808.201;7002.718;7853.053;7136.649;7853.053;361.869;25.405;17.030;.000;.000
43;6808.201;6808.201;7002.718;7853.053;7136.649;7853.053;361.869;22.054;16.995;.000;.000
44;6808.201;6808.201;7002.718;7853.053;7136.649;7853.053;361.869;22.919;15.950;.000;.000
45;6808.201;6808.201;7002.718;7853.053;7136.649;7853.053;361.869;23.176;16.700;.000;.000
46;6808.201;6808.201;7002.718;7853.053;7136.649;7853.053;361.869;20.176;14.410;.000;.000
47;6808.201;6808.201;7002.718;7853.053;7136.649;7853.053;361.869;21.932;15.785;.000;.000
48;6808.201;6808.201;7002.718;7853.053;7123.559;7853.053;362.630;20.770;14.990;.000;.000
49;6808.201;6808.201;7002.718;7853.053;7123.559;7853.053;362.630;20.486;13.855;.000;.000
50;6744.904;6744.904;6914.933;7853.053;7095.481;7853.053;380.163;24.365;15.590;.000;.000
51;6744.904;6744.904;6914.933;7853.053;7095.481;7853.053;380.163;20.878;13.510;.000;.000
52;6744.904;6744.904;6914.933;7853.053;7095.481;7853.053;380.163;20.014;13.430;.000;.000
53;6744.904;6744.904;6914.933;7853.053;7095.481;7853.053;380.163;17.338;12.875;.000;.000
54;6744.904;6744.904;6914.933;7853.053;7095.481;7853.053;380.163;19.581;12.470;.000;.000
55;6744.904;6744.904;6914.933;7853.053;7095.481;7853.053;380.163;19.878;13.565;.000;.000
56;6744.904;6744.904;6914.933;7853.053;7095.481;7853.053;380.163;18.270;12.155;.000;.000
57;6744.904;6744.904;6914.933;7853.053;7095.481;7853.053;380.163;17.014;12.515;.000;.000
58;6744.904;6744.904;6914.933;7853.053;7095.481;7853.053;380.163;19.459;13.300;.000;.000
59;6744.904;6744.904;6914.933;7853.053;7095.481;7853.053;380.163;19.392;13.245;.000;.000
60;6744.904;6744.904;6914.933;7853.053;7095.481;7853.053;380.163;18.257;13.950;.000;.000
61;6744.904;6744.904;6914.933;7853.053;7095.481;7853.053;380.163;18.568;12.745;.000;.000
62;6744.904;6744.904;6914.933;7853.053;7090.934;7853.053;381.665;18.027;12.245;.000;.000
63;6744.904;6744.904;6914.933;7853.053;7090.934;7853.053;381.665;19.135;12.905;.000;.000
64;6744.904;6744.904;6914.933;7853.053;7090.934;7853.053;381.665;16.378;10.885;.000;.000
65;6744.904;6744.904;6914.933;7853.053;7090.934;7853.053;381.665;15.203;10.205;.000;.000
66;6744.904;6744.904;6914.933;7853.053;7090.934;7853.053;381.665;21.149;13.610;.000;.000
67;6744.904;6744.904;6914.933;7853.053;7090.934;7853.053;381.665;20.054;13.100;.000;.000
68;6744.904;6744.904;6914.257;7853.053;7072.342;7853.053;393.252;16.662;11.580;.000;.000
69;6744.904;6744.904;6914.257;7853.053;7072.342;7853.053;393.252;17.770;12.655;.000;.000
70;6744.904;6744.904;6914.257;7853.053;7072.342;7853.053;393.252;18.635;12.520;.000;.000
71;6744.904;6744.904;6914.257;7853.053;7072.342;7853.053;393.252;18.230;12.150;.000;.000
72;6744.904;6744.904;6914.257;7853.053;7072.342;7853.053;393.252;19.351;13.575;.000;.000
73;6744.904;6744.904;6914.257;7853.053;7072.342;7853.053;393.252;17.243;12.940;.000;.000
74;6744.904;6744.904;6914.257;7853.053;7072.342;7853.053;393.252;16.054;12.065;.000;.000
75;6744.904;6744.904;6914.257;7853.053;7072.342;7853.053;393.252;15.527;11.945;.000;.000
76;6744.904;6744.904;6914.257;7853.053;7072.342;7853.053;393.252;15.797;11.420;.000;.000
77;6744.904;6744.904;6914.257;7853.053;7072.342;7853.053;393.252;15.459;12.415;.000;.000
78;6744.904;6744.904;6914.257;7853.053;7072.342;7853.053;393.252;16.986;12.385;.000;.000
79;6744.904;6744.904;6914.257;7853.053;7072.342;7853.053;393.252;17.500;12.025;.000;.000
80;6744.904;6744.904;6914.257;7853.053;7072.342;7853.053;393.252;18.878;13.295;.000;.000
81;6744.904;6744.904;6914.257;7853.053;7072.342;7853.053;393.252;20.297;13.625;.000;.000
82;6744.904;6744.904;6914.257;7853.053;7072.342;7853.053;393.252;14.392;11.630;.000;.000
83;6744.904;6744.904;6914.257;7853.053;7072.342;7853.053;393.252;18.392;12.930;.000;.000
84;6744.904;6744.904;6914.257;7853.053;7072.342;7853.053;393.252;19.662;12.255;.000;.000
85;6744.904;6744.904;6914.257;7853.053;7072.342;7853.053;393.252;15.176;12.060;.000;.000
86;6744.904;6744.904;6914.257;7853.053;7072.342;7853.053;393.252;16.311;11.905;.000;.000
87;6744.904;6744.904;6914.257;7853.053;7072.342;7853.053;393.252;21.635;13.720;.000;.000
88;6744.904;6744.904;6914.257;7853.053;7070.798;7853.053;391.000;15.392;10.730;.000;.000
89;6744.904;6744.904;6914.257;7853.053;7070.798;7853.053;391.000;16.851;11.790;.000;.000
90;6744.904;6744.904;6914.257;7853.053;7070.798;7853.053;391.000;16.284;12.805;.000;.000
91;6744.904;6744.904;6895.675;7853.053;7068.872;7853.053;391.900;18.054;12.115;.000;.000
92;6744.904;6744.904;6895.675;7853.053;7068.872;7853.053;391.900;16.365;12.715;.000;.000
93;6744.904;6744.904;6895.675;7853.053;7068.872;7853.053;391.900;15.892;12.490;.000;.000
94;6744.904;6744.904;6895.675;7853.053;7068.872;7853.053;391.900;16.297;10.810;.000;.000
95;6744.904;6744.904;6895.675;7853.053;7068.872;7853.053;391.900;15.932;11.745;.000;.000
96;6744.904;6744.904;6895.675;7853.053;7064.403;7853.053;395.221;19.514;13.795;.000;.000
97;6744.904;6744.904;6895.675;7853.053;7064.403;7853.053;395.221;13.270;10.125;.000;.000
98;6744.904;6744.904;6895.675;7853.053;7064.277;7853.053;395.325;14.162;10.290;.000;.000
99;6744.904;6744.904;6895.675;7853.053;7064.277;7853.053;395.325;19.527;12.685;.000;.000
100;6744.904;6744.904;6895.675;7853.053;7063.765;7853.053;394.849;15.608;9.810;.000;.000
101;6744.904;6744.904;6895.675;7853.053;7063.765;7853.053;394.849;19.054;13.170;.000;.000
102;6744.904;6744.904;6895.675;7853.053;7063.765;7853.053;394.849;18.662;11.710;.000;.000
103;6744.904;6744.904;6895.675;7853.053;7063.765;7853.053;394.849;15.932;12.405;.000;.000
104;6744.904;6744.904;6895.675;7853.053;7063.765;7853.053;394.849;13.486;10.710;.000;.000
105;6668.288;6668.288;6895.675;7853.053;7053.586;7853.053;404.456;17.203;14.205;.000;.000
106;6668.288;6668.288;6895.675;7853.053;7053.586;7853.053;404.456;18.581;13.125;.000;.000
107;6668.288;6668.288;6895.675;7853.053;7053.586;7853.053;404.456;17.284;12.365;.000;.000
108;6668.288;6668.288;6895.675;7853.053;7052.102;7853.053;402.339;19.486;14.480;.000;.000
109;6668.288;6668.288;6895.675;7853.053;7052.102;7853.053;402.339;16.946;13.495;.000;.000
110;6668.288;6668.288;6895.675;7853.053;7052.102;7853.053;402.339;19.676;15.255;.000;.000
111;6668.288;6668.288;6895.675;7853.053;7052.102;7853.053;402.339;16.365;13.360;.000;.000
112;6668.288;6668.288;6895.675;7853.053;7052.102;7853.053;402.339;19.419;14.565;.000;.000
113;6668.288;6668.288;6895.675;7853.053;7052.102;7853.053;402.339;17.608;12.625;.000;.000
114;6668.288;6668.288;6895.675;7853.053;7052.102;7853.053;402.339;16.703;12.850;.000;.000
115;6668.288;6668.288;6895.675;7853.053;7052.102;7853.053;402.339;19.243;13.180;.000;.000
116;6668.288;6668.288;6895.675;7853.053;7052.102;7853.053;402.339;19.378;14.350;.000;.000
117;6668.288;6668.288;6895.675;7853.053;7052.102;7853.053;402.339;16.041;12.920;.000;.000
118;6668.288;6668.288;6895.675;7853.053;7052.102;7853.053;402.339;16.959;13.245;.000;.000
119;6668.288;6668.288;6895.675;7853.053;7052.102;7853.053;402.339;16.270;14.825;.000;.000
120;6668.288;6668.288;6895.675;7853.053;7052.102;7853.053;402.339;18.014;13.970;.000;.000
121;6668.288;6668.288;6895.675;7853.053;7048.426;7853.053;397.281;18.054;14.980;.000;.000
122;6668.288;6668.288;6895.675;7853.053;7048.426;7853.053;397.281;16.784;13.400;.000;.000
123;6668.288;6668.288;6895.675;7853.053;7048.426;7853.053;397.281;17.905;13.305;.000;.000
124;6668.288;6668.288;6895.675;7853.053;7043.221;7853.053;390.600;16.027;13.095;.000;.000
125;6668.288;6668.288;6895.675;7853.053;7043.221;7853.053;390.600;17.581;12.370;.000;.000
126;6668.288;6668.288;6895.675;7853.053;7032.730;7853.053;378.952;17.095;11.860;.000;.000
127;6668.288;6668.288;6895.675;7853.053;7032.730;7853.053;378.952;17.257;12.860;.000;.000
128;6668.288;6668.288;6895.675;7853.053;7032.730;7853.053;378.952;18.176;12.915;.000;.000
129;6668.288;6668.288;6895.675;7853.053;7032.730;7853.053;378.952;18.270;12.795;.000;.000
130;6668.288;6668.288;6895.675;7853.053;7015.677;7853.053;364.568;13.514;11.405;.000;.000
131;6668.288;6668.288;6895.675;7853.053;7015.677;7853.053;364.568;15.635;12.160;.000;.000
132;6668.288;6668.288;6895.675;7853.053;7015.677;7853.053;364.568;15.500;12.880;.000;.000
133;6668.288;6668.288;6895.675;7853.053;7002.082;7853.053;352.213;14.703;13.085;.000;.000
134;6668.288;6668.288;6895.675;7853.053;7002.082;7853.053;352.213;17.730;14.915;.000;.000
135;6668.288;6668.288;6895.675;7853.053;7002.082;7853.053;352.213;15.324;13.465;.000;.000
136;6668.288;6668.288;6895.675;7853.053;7002.082;7853.053;352.213;15.892;12.675;.000;.000
137;6668.288;6668.288;6880.190;7853.053;6997.613;7853.053;353.732;17.257;13.180;.000;.000
138;6668.288;6668.288;6880.190;7853.053;6997.613;7853.053;353.732;13.068;11.030;.000;.000
139;6668.288;6668.288;6880.190;7853.053;6997.613;7853.053;353.732;15.824;12.430;.000;.000
140;6668.288;6668.288;6880.190;7853.053;6997.613;7853.053;353.732;17.014;12.920;.000;.000
141;6668.288;6668.288;6880.190;7853.053;6997.613;7853.053;353.732;17.838;13.255;.000;.000
142;6668.288;6668.288;6880.190;7853.053;6997.613;7853.053;353.732;17.784;13.080;.000;.000
143;6668.288;6668.288;6880.190;7730.190;6985.326;7730.190;321.372;15.081;11.340;.000;.000
144;6668.288;6668.288;6880.190;7730.190;6985.326;7730.190;321.372;15.770;11.905;.000;.000
145;6668.288;6668.288;6880.190;7730.190;6985.326;7730.190;321.372;16.189;12.225;.000;.000
146;6668.288;6668.288;6880.190;7730.190;6985.326;7730.190;321.372;15.122;13.150;.000;.000
147;6668.288;6668.288;6880.190;7730.190;6985.326;7730.190;321.372;16.973;14.400;.000;.000
148;6668.288;6668.288;6880.190;7730.190;6985.326;7730.190;321.372;15.973;13.455;.000;.000
149;6668.288;6668.288;6880.190;7730.190;6985.326;7730.190;321.372;16.838;12.845;.000;.000
150;6668.288;6668.288;6880.190;7730.190;6985.326;7730.190;321.372;14.514;10.040;.000;.000
151;6668.288;6668.288;6880.190;7730.190;6985.326;7730.190;321.372;18.176;14.035;.000;.000
152;6668.288;6668.288;6880.190;7730.190;6985.326;7730.190;321.372;14.892;12.100;.000;.000
153;6668.288;6668.288;6880.190;7730.190;6985.326;7730.190;321.372;18.095;15.000;.000;.000
154;6668.288;6668.288;6880.190;7599.285;6972.236;7599.285;288.661;14.838;12.470;.000;.000
155;6668.288;6668.288;6880.190;7599.285;6972.236;7599.285;288.661;16.446;13.045;.000;.000
156;6668.288;6668.288;6880.190;7599.285;6972.236;7599.285;288.661;15.676;13.980;.000;.000
157;6668.288;6668.288;6880.190;7599.285;6972.236;7599.285;288.661;15.757;13.810;.000;.000
158;6668.288;6668.288;6880.190;7599.285;6972.236;7599.285;288.661;17.838;13.840;.000;.000
159;6668.288;6668.288;6880.190;7599.285;6972.236;7599.285;288.661;14.527;12.255;.000;.000
160;6668.288;6668.288;6880.190;7599.285;6972.236;7599.285;288.661;18.662;13.740;.000;.000
161;6668.288;6668.288;6880.190;7599.285;6972.236;7599.285;288.661;18.797;15.450;.000;.000
162;6668.288;6668.288;6880.190;7599.285;6972.236;7599.285;288.661;16.797;13.375;.000;.000
163;6668.288;6668.288;6880.190;7599.285;6972.236;7599.285;288.661;16.959;14.805;.000;.000
164;6668.288;6668.288;6880.190;7599.285;6972.236;7599.285;288.661;22.189;15.235;.000;.000
165;6668.288;6668.288;6880.190;7556.394;6967.947;7556.394;278.447;14.851;13.430;.000;.000
166;6668.288;6668.288;6880.190;7556.394;6967.947;7556.394;278.447;16.338;15.260;.000;.000
167;6668.288;6668.288;6880.190;7556.394;6967.947;7556.394;278.447;20.892;14.565;.000;.000
168;6668.288;6668.288;6880.190;7556.394;6967.947;7556.394;278.447;15.865;14.600;.000;.000
169;6668.288;6668.288;6869.564;7556.394;6963.477;7556.394;280.364;16.257;13.670;.000;.000
170;6668.288;6668.288;6869.564;7556.394;6963.477;7556.394;280.364;16.608;13.335;.000;.000
171;6668.288;6668.288;6869.564;7556.394;6961.473;7556.394;278.278;17.351;12.970;.000;.000
172;6668.288;6668.288;6869.564;7556.394;6961.473;7556.394;278.278;15.486;12.210;.000;.000
173;6668.288;6668.288;6869.564;7556.394;6961.473;7556.394;278.278;17.081;14.590;.000;.000
174;6668.288;6668.288;6869.564;7556.394;6961.473;7556.394;278.278;17.892;12.770;.000;.000
175;6668.288;6668.288;6869.564;7556.394;6961.473;7556.394;278.278;18.568;13.365;.000;.000
176;6668.288;6668.288;6869.564;7556.394;6961.473;7556.394;278.278;18.108;15.140;.000;.000
177;6668.288;6668.288;6869.564;7556.394;6961.473;7556.394;278.278;19.041;16.215;.000;.000
178;6668.288;6668.288;6869.564;7556.394;6961.473;7556.394;278.278;20.270;16.805;.000;.000
179;6668.288;6668.288;6869.564;7556.394;6961.473;7556.394;278.278;18.392;16.190;.000;.000
180;6668.288;6668.288;6869.564;7556.394;6959.138;7556.394;280.387;15.811;13.995;.000;.000
181;6668.288;6668.288;6869.564;7556.394;6959.138;7556.394;280.387;17.351;14.000;.000;.000
182;6668.288;6668.288;6869.564;7556.394;6957.571;7556.394;278.800;16.514;14.530;.000;.000
183;6668.288;6668.288;6869.564;7556.394;6957.571;7556.394;278.800;15.892;13.765;.000;.000
184;6668.288;6668.288;6869.564;7556.394;6957.571;7556.394;278.800;16.108;13.060;.000;.000
185;6668.288;6668.288;6869.564;7556.394;6950.534;7556.394;272.667;16.432;13.015;.000;.000
186;6668.288;6668.288;6869.564;7556.394;6950.534;7556.394;272.667;20.743;14.260;.000;.000
187;6668.288;6668.288;6869.564;7556.394;6950.534;7556.394;272.667;18.392;13.935;.000;.000
188;6668.288;6668.288;6869.564;7556.394;6950.534;7556.394;272.667;18.527;15.185;.000;.000
189;6668.288;6668.288;6869.564;7556.394;6950.534;7556.394;272.667;17.500;13.280;.000;.000
190;6668.288;6668.288;6869.564;7556.394;6950.534;7556.394;272.667;19.108;16.135;.000;.000
191;6668.288;6668.288;6869.564;7556.394;6950.534;7556.394;272.667;19.243;17.065;.000;.000
192;6668.288;6668.288;6869.564;7556.394;6950.534;7556.394;272.667;18.216;15.730;.000;.000
193;6668.288;6668.288;6869.564;7556.394;6950.534;7556.394;272.667;17.149;14.225;.000;.000
194;6668.288;6668.288;6869.564;7556.394;6948.132;7556.394;270.184;18.770;15.535;.000;.000
195;6668.288;6668.288;6869.564;7556.394;6948.028;7556.394;270.206;15.824;13.585;.000;.000
196;6668.288;6668.288;6869.564;7556.394;6948.028;7556.394;270.206;19.135;17.470;.000;.000
197;6668.288;6668.288;6869.564;7556.394;6948.028;7556.394;270.206;19.149;16.925;.000;.000
198;6668.288;6668.288;6869.564;7556.394;6948.028;7556.394;270.206;17.770;14.830;.000;.000
199;6668.288;6668.288;6869.564;7556.394;6948.028;7556.394;270.206;19.851;16.370;.000;.000
0;23016.467;24561.613;27711.851;30785.816;27710.426;32133.214;1782.842;34.635;32.110;.000;.000
1;16379.279;18753.323;26769.469;28977.908;25799.941;29268.429;3042.423;34.554;32.895;.000;.000
2;13848.695;15696.166;25534.833;27919.588;23561.380;28205.620;4170.350;34.541;33.070;.000;.000
3;12623.745;14070.326;20953.700;27043.188;21175.539;27301.310;4589.474;35.311;34.180;.000;.000
4;11155.357;12679.747;17767.652;25878.467;18706.016;26279.879;4301.945;33.959;33.125;.000;.000
5;10423.898;11749.171;15850.204;22461.588;16314.883;24115.271;3147.582;33.676;31.765;.000;.000
6;10011.963;11148.412;14573.727;18314.887;14638.429;18908.421;2150.632;35.176;33.625;.000;.000
7;9593.921;10445.893;13530.517;16333.888;13501.677;16879.561;1749.725;33.905;32.125;.000;.000
8;9249.910;10037.604;12734.177;14980.033;12670.773;15429.665;1465.682;33.122;31.050;.000;.000
9;8804.848;9614.628;12115.501;13901.411;11977.793;14501.315;1296.087;33.459;31.445;.000;.000
10;8627.127;9345.415;11493.766;13158.898;11428.433;13683.016;1150.052;34.297;32.605;.000;.000
11;8305.532;9044.453;11045.518;12585.487;10978.790;13288.172;1055.101;33.757;31.680;.000;.000
12;8226.792;8844.581;10655.562;12010.632;10579.976;12778.063;940.120;32.027;31.540;.000;.000
13;8046.121;8666.505;10401.037;11639.485;10296.960;12499.533;867.773;31.297;31.370;.000;.000
14;7838.140;8478.962;10165.972;11326.734;10047.620;12405.057;828.582;29.351;29.605;.000;.000
15;7635.396;8320.806;9911.652;11092.219;9832.763;12264.042;802.352;30.446;27.815;.000;.000
16;7575.132;8175.942;9697.365;10772.952;9610.019;11843.853;754.577;27.189;27.305;.000;.000
17;7545.569;8100.923;9520.705;10751.264;9466.706;11951.108;749.027;27.135;27.240;.000;.000
18;7545.569;8023.634;9323.110;10522.002;9270.135;11420.811;707.633;28.689;27.340;.000;.000
19;7458.703;7918.889;9176.576;10297.909;9096.335;11244.784;678.815;26.473;25.485;.000;.000
20;7390.905;7812.697;9030.968;10205.384;8980.369;11257.130;669.804;26.081;24.205;.000;.000
21;7384.156;7734.449;8927.743;10043.705;8862.184;10956.719;647.243;24.041;22.020;.000;.000
22;7355.679;7687.542;8852.177;10062.390;8782.674;10940.920;659.391;22.743;21.230;.000;.000
23;7307.142;7621.029;8716.715;9950.242;8674.481;11019.931;649.320;23.973;21.245;.000;.000
24;7273.934;7564.526;8646.168;9769.163;8580.937;10663.228;623.649;22.851;21.075;.000;.000
25;7261.597;7541.800;8539.381;9787.837;8523.587;10975.841;637.488;24.608;20.650;.000;.000
26;7255.863;7509.081;8468.465;9607.336;8450.007;10339.977;591.461;22.932;21.110;.000;.000
27;7255.863;7502.562;8416.416;9675.580;8406.433;10950.991;614.539;22.284;19.200;.000;.000
28;7255.863;7483.209;8315.269;9711.025;8351.763;10742.010;621.598;23.662;19.845;.000;.000
29;7255.863;7472.978;8245.849;9512.160;8288.854;10454.532;572.005;21.014;20.390;.000;.000
30;7255.863;7458.941;8196.866;9661.402;8271.685;10485.393;611.427;19.284;19.355;.000;.000
31;7255.863;7440.097;8172.442;9577.672;8230.480;10453.122;601.819;21.851;18.680;.000;.000
32;7185.521;7419.948;8141.597;9531.954;8187.624;10711.500;596.195;22.122;18.095;.000;.000
33;7185.521;7418.297;8056.584;9584.719;8162.143;10842.395;621.102;20.257;17.495;.000;.000
34;7183.882;7386.627;8040.130;9450.212;8137.005;10243.798;587.105;18.878;16.160;.000;.000
35;7183.882;7349.265;7997.907;9578.852;8102.842;10533.465;624.715;21.797;16.680;.000;.000
36;7183.882;7335.169;7981.431;9363.960;8062.669;10293.023;573.964;21.716;18.955;.000;.000
37;7183.882;7325.691;7962.054;9595.344;8076.877;10710.971;645.374;21.284;17.235;.000;.000
38;7183.882;7328.375;7935.156;9476.711;8042.092;10541.437;609.052;20.622;15.385;.000;.000
39;7166.535;7315.856;7913.773;9408.110;8021.047;10429.932;595.692;25.838;17.650;.000;.000
40;7166.535;7307.241;7867.286;9416.871;7993.822;10377.651;596.778;20.284;15.485;.000;.000
41;7166.535;7299.800;7842.364;9447.950;7977.919;10300.515;603.815;21.797;16.500;.000;.000
42;7136.649;7282.728;7832.038;9513.177;7960.173;10769.654;628.518;25.405;17.030;.000;.000
43;7136.649;7279.106;7816.329;9728.692;8008.224;10817.601;704.765;22.054;16.995;.000;.000
44;7136.649;7278.736;7803.612;9610.769;7982.777;10727.152;668.447;22.919;15.950;.000;.000
45;7136.649;7276.220;7791.091;9652.071;7969.847;10858.940;682.336;23.176;16.700;.000;.000
46;7136.649;7267.407;7796.664;9491.716;7946.482;10492.922;631.754;20.176;14.410;.000;.000
47;7136.649;7270.497;7781.888;9464.736;7934.273;10369.990;624.235;21.932;15.785;.000;.000
48;7123.559;7256.345;7754.121;9526.520;7921.728;10530.837;647.593;20.770;14.990;.000;.000
49;7123.559;7248.133;7728.787;9550.419;7906.997;10427.337;656.506;20.486;13.855;.000;.000
50;7095.481;7232.986;7701.801;9539.063;7905.083;10215.415;661.212;24.365;15.590;.000;.000
51;7095.481;7217.670;7722.375;9664.697;7940.900;10641.758;712.566;20.878;13.510;.000;.000
52;7095.481;7216.847;7708.421;9518.465;7897.787;10450.937;653.607;20.014;13.430;.000;.000
53;7095.481;7206.498;7724.069;9657.372;7955.942;10789.815;723.538;17.338;12.875;.000;.000
54;7095.481;7206.111;7718.177;9542.584;7913.965;10510.722;673.449;19.581;12.470;.000;.000
55;7095.481;7197.561;7720.757;9538.654;7911.912;10630.049;677.546;19.878;13.565;.000;.000
56;7095.481;7194.768;7704.507;9540.623;7886.584;10869.036;680.489;18.270;12.155;.000;.000
57;7095.481;7185.615;7708.287;9514.174;7876.512;10651.329;670.637;17.014;12.515;.000;.000
58;7095.481;7192.249;7698.182;9601.084;7893.177;10556.742;692.856;19.459;13.300;.000;.000
59;7095.481;7179.521;7698.672;9516.351;7868.590;10325.133;670.434;19.392;13.245;.000;.000
60;7095.481;7176.435;7678.085;9465.002;7872.512;10283.286;672.906;18.257;13.950;.000;.000
61;7095.481;7165.242;7687.945;9379.113;7835.345;10325.197;637.660;18.568;12.745;.000;.000
62;7090.934;7164.148;7685.680;9620.922;7884.355;10596.287;721.293;18.027;12.245;.000;.000
63;7090.934;7169.611;7683.520;9447.809;7867.360;10361.683;662.295;19.135;12.905;.000;.000
64;7090.934;7167.486;7688.114;9652.820;7904.690;10769.420;728.084;16.378;10.885;.000;.000
65;7090.934;7169.043;7692.010;9359.830;7866.318;10089.944;640.217;15.203;10.205;.000;.000
66;7090.934;7176.879;7691.306;9401.879;7851.285;10611.853;647.024;21.149;13.610;.000;.000
67;7090.934;7181.863;7697.997;9531.913;7895.198;10425.482;681.343;20.054;13.100;.000;.000
68;7072.342;7171.788;7713.771;9450.431;7887.464;10549.217;661.270;16.662;11.580;.000;.000
69;7072.342;7170.246;7718.587;9550.597;7909.773;10768.416;692.213;17.770;12.655;.000;.000
70;7072.342;7171.999;7709.608;9283.986;7871.598;10225.083;620.485;18.635;12.520;.000;.000
71;7072.342;7176.624;7734.694;9476.797;7893.775;11138.966;679.517;18.230;12.150;.000;.000
72;7072.342;7165.572;7749.458;9476.020;7904.059;10497.628;667.210;19.351;13.575;.000;.000
73;7072.342;7159.003;7758.964;9584.682;7924.789;10476.892;701.502;17.243;12.940;.000;.000
74;7072.342;7156.032;7755.503;9422.655;7893.039;10197.477;653.216;16.054;12.065;.000;.000
75;7072.342;7161.219;7768.266;9467.093;7909.275;10335.533;661.806;15.527;11.945;.000;.000
76;7072.342;7169.391;7776.228;9396.432;7901.192;10317.996;635.565;15.797;11.420;.000;.000
